,c,cyclical_var,price,distribution,media1,media2,media3,error
2022-01-01,1,0.0,5.0,0.5,45.983496921756625,0.0,0.0,-0.797043272130106
2022-01-08,1,0.12053668025532305,5.0,0.5,13.318866474546093,0.0,0.0,0.45783500263962673
2022-01-15,1,0.23931566428755774,5.0,0.5,42.280876202219766,0.0,0.0,1.7898490994101344
2022-01-22,1,0.3546048870425356,5.0,0.5,32.882223170806625,0.0,0.0,-1.2012230407871285
2022-01-29,1,0.4647231720437685,5.0,0.5,7.266487556333306,0.0,0.0,-0.6116690342597803
2022-02-05,1,0.5680647467311558,5.0,0.5,8.88787290440462,0.0,0.0,0.345140622159656
2022-02-12,1,0.6631226582407952,6.0,0.5,27.641667354674702,0.0,0.0,-0.34914008480134284
2022-02-19,1,0.7485107481711011,6.0,0.5,1.011458143182653,0.0,0.0,-0.9716138692211663
2022-02-26,1,0.8229838658936564,6.0,0.5,22.870595596814525,0.0,0.0,1.3306979856236654
2022-03-05,1,0.8854560256532099,6.0,0.5,47.93367454109755,0.0,0.0,1.1323670746787797
2022-03-12,1,0.9350162426854148,6.0,0.5,46.68691264279109,0.0,0.0,-1.3351359179220863
2022-03-19,1,0.970941817426052,6.0,0.5,45.73721903771188,0.0,0.0,-1.4485689196365086
2022-03-26,1,0.992708874098054,6.0,0.5,20.761372116459835,0.0,0.0,-1.3697270031703073
2022-04-02,1,1.0,6.0,0.5,0.0,21.33024137408818,0.0,1.4178047632607595
2022-04-09,1,0.992708874098054,6.0,0.5,0.0,18.978030574909173,0.0,-0.6092212226544228
2022-04-16,1,0.9709418174260521,6.0,0.5,0.0,14.621954583816715,0.0,1.252414438138904
2022-04-23,1,0.9350162426854148,6.0,0.5,0.0,29.02984257165711,0.0,0.44272219289236386
2022-04-30,1,0.8854560256532099,6.0,0.5,0.0,6.567986001047565,0.0,0.2633401986899687
2022-05-07,1,0.8229838658936565,6.0,0.5,0.0,0.6962043592719402,0.0,2.107732514761339
2022-05-14,1,0.7485107481711013,6.0,0.5,0.0,16.058543498180306,0.0,0.07669261170687015
2022-05-21,1,0.6631226582407952,5.5,0.5,0.0,34.872431728970135,0.0,0.8088055693572429
2022-05-28,1,0.5680647467311558,5.5,0.5,0.0,5.5033131628537735,0.0,-0.07201034043042631
2022-06-04,1,0.46472317204376906,4.0,0.5,0.0,9.929696132454314,0.0,-0.10947560802084963
2022-06-11,1,0.35460488704253584,4.0,0.5,0.0,35.84856568067777,0.0,1.2645746706791225
2022-06-18,1,0.23931566428755768,4.0,0.5,0.0,6.44469019686828,0.0,-1.3781637974488683
2022-06-25,1,0.12053668025532308,4.0,0.5,0.0,47.4723336247172,0.0,-0.20162396459875104
2022-07-02,1,-3.216245299353273e-16,4.0,0.5,0.0,0.0,49.12334535495294,-1.0425159423650396
2022-07-09,1,-0.12053668025532283,4.0,0.5,0.0,0.0,39.2891438684051,1.7421715200205654
2022-07-16,1,-0.23931566428755743,4.0,0.5,0.0,0.0,29.932661494835223,0.9848698013968248
2022-07-23,1,-0.3546048870425356,4.0,0.5,0.0,0.0,31.686245116898615,0.3194434516670512
2022-07-30,1,-0.46472317204376806,4.0,0.5,0.0,0.0,6.785165316282654,1.019411363965565
