,c,cyclical_var,price,distribution,media1,media2,media3,error
2022-01-01,1,0.0,2.5,5.000000000000001,0.47993643651749734,0.0,0.0,-0.3112277914988483
2022-01-08,1,0.0602683401276615,2.5,5.000000000000001,0.6729423511500116,0.0,0.0,0.1863131796471143
2022-01-15,1,0.11965783214377886,2.5,5.000000000000001,0.8301640186321507,0.0,0.0,-1.0416044993301383
2022-01-22,1,0.1773024435212678,2.5,5.000000000000001,0.8415737644988845,0.0,0.0,1.0086506368331336
2022-01-29,1,0.23236158602188425,2.5,5.000000000000001,0.5732993658455402,0.0,0.0,-0.3180860577066793
2022-02-05,1,0.2840323733655779,2.5,5.000000000000001,0.5829359286731148,0.0,0.0,1.0123694364788656
2022-02-12,1,0.3315613291203976,3.0,5.000000000000001,0.6351155052867394,0.0,0.0,3.3441942172564385
2022-02-19,1,0.37425537408555054,3.0,5.000000000000001,0.5609129474404145,0.0,0.0,-1.1839925261255124
2022-02-26,1,0.4114919329468282,3.0,5.000000000000001,0.7900140001445761,0.0,0.0,0.9056238133648568
2022-03-05,1,0.44272801282660496,3.0,5.000000000000001,0.48414234474371565,0.0,0.0,0.4903877658637813
2022-03-12,1,0.4675081213427074,3.0,5.000000000000001,0.3542884259404146,0.0,0.0,-0.5664295872720171
2022-03-19,1,0.485470908713026,3.0,5.000000000000001,0.7716995779797083,0.0,0.0,-1.7980051848954
2022-03-26,1,0.496354437049027,3.0,5.000000000000001,0.7305746712782677,0.0,0.0,1.143236018416245
2022-04-02,1,0.5,3.0,5.000000000000001,0.4317133948791959,0.04026869282073142,0.0,-2.089141294382104
2022-04-09,1,0.496354437049027,3.0,5.000000000000001,0.24251315174586294,0.3087345687107705,0.0,0.8768776713150768
2022-04-16,1,0.485470908713026,3.0,5.000000000000001,0.1337888365890448,0.5695763442328404,0.0,-2.308314835447544
2022-04-23,1,0.4675081213427074,3.0,5.000000000000001,0.07338559203777018,0.6442367351469734,0.0,-1.3815531978755862
2022-04-30,1,0.44272801282660496,3.0,5.000000000000001,0.040182921334675735,0.5081642505637727,0.0,0.0924887231713492
2022-05-07,1,0.41149193294682823,3.0,5.000000000000001,0.021990918536898534,0.7500993786299405,0.0,-0.4228104310575086
2022-05-14,1,0.37425537408555065,3.0,5.000000000000001,0.012033074640069318,0.40528774099403936,0.0,-0.0096070251728034
2022-05-21,1,0.3315613291203976,2.75,5.000000000000001,0.006583992053019434,0.4489565514126434,0.0,-0.2103793087665724
2022-05-28,1,0.2840323733655779,2.75,5.000000000000001,0.003602432328964984,0.6824838611552957,0.0,1.8778985545982296
2022-06-04,1,0.2323615860218845,2.0,5.000000000000001,0.001971063076335441,0.3637728746474978,0.0,1.1806279858332531
2022-06-11,1,0.1773024435212679,2.0,5.000000000000001,0.0010784615398567413,0.7455425633936913,0.0,0.2801269801985653
2022-06-18,1,0.1196578321437788,2.0,5.000000000000001,0.0005900769309215286,0.7804282247560723,0.0,1.2296172877237923
2022-06-25,1,0.0602683401276615,2.0,5.000000000000001,0.00032285875008562396,0.6164166482218064,0.0,-0.2815692266131063
2022-07-02,1,-1.6081226496766366e-16,2.0,5.000000000000001,0.00017665115087982686,0.3068491173502575,0.9364431668276338,1.7425183440462402
2022-07-09,1,-0.0602683401276614,2.0,5.000000000000001,9.665412128542231e-05,0.15257384286317463,1.0,0.8150229068360527
2022-07-16,1,-0.1196578321437787,2.0,5.000000000000001,5.2883998130772344e-05,0.07584248403943122,0.9800371416207787,1.395964313058831
2022-07-23,1,-0.1773024435212678,2.0,5.000000000000001,2.8935313037297862e-05,0.03769768370317993,0.9828094197750243,0.7332933851713339
2022-07-30,1,-0.232361586021884,2.0,5.000000000000001,1.5831865402212895e-05,0.018737398146586093,0.8160547630217876,0.9125428800160412
2022-08-06,1,-0.2840323733655778,2.0,5.000000000000001,8.662355294727969e-06,0.009313266947891752,0.6829374382507982,-1.4590572656004035
2022-08-13,1,-0.3315613291203975,2.0,5.000000000000001,4.739580418601393e-06,0.004629076521470711,0.9780082344093266,-0.8291543367545721
2022-08-20,1,-0.37425537408555054,2.0,5.000000000000001,2.593246499355258e-06,0.002300840723506979,0.9821740921436795,0.1228947789266264
2022-08-27,1,-0.4114919329468282,2.5,5.000000000000001,1.4188866550317934e-06,0.0011436120508886785,0.9765807272019364,0.4597023013891999
2022-09-03,1,-0.4427280128266048,2.5,5.000000000000001,7.763393647023242e-07,0.00056842200713569,0.9485284668061005,-0.0540923328659927
2022-09-10,1,-0.4675081213427074,2.5,5.000000000000001,4.2477163841729446e-07,0.0002825290068224297,0.907076749826597,0.101455221031747
2022-09-17,1,-0.485470908713026,2.5,5.000000000000001,2.324124641971307e-07,0.00014042848203728544,0.9946988312016681,-0.7375867175695262
2022-09-24,1,-0.496354437049027,2.5,5.000000000000001,1.2716374783270456e-07,6.97987041555891e-05,0.9092814400518852,2.6314877797805885
2022-10-01,1,-0.5,2.5,5.000000000000001,6.957724414101898e-08,3.4692813244378245e-05,0.3781166355911241,-1.791961019595348
2022-10-08,1,-0.496354437049027,3.0,5.000000000000001,3.806897000729891e-08,1.7243748366857444e-05,0.061153131795242836,-0.4960426306994691
2022-10-15,1,-0.485470908713026,3.0,5.000000000000001,2.082931704623561e-08,8.570848828081351e-06,0.008888176293845768,0.690406994874291
2022-10-22,1,-0.4675081213427074,3.0,5.000000000000001,1.1396695222629289e-08,4.2600627236562605e-06,0.0012884663253199668,0.6003320378732081
2022-10-29,1,-0.44272801282660507,3.0,5.000000000000001,6.235665898655797e-09,2.117425563500947e-06,0.0001867710586499925,1.23405299342284
2022-11-05,1,-0.4114919329468285,3.0,5.000000000000001,3.4118249580327135e-09,1.052447183951095e-06,2.707357368672659e-05,-0.117925403488151
2022-11-12,1,-0.37425537408555054,3.0,5.000000000000001,1.8667692806896927e-09,5.23109333380861e-07,3.924475128290954e-06,0.3813867794533178
2022-11-19,1,-0.33156132912039776,3.0,5.000000000000001,1.0213969327828862e-09,2.6000675268364207e-07,5.68875952725075e-07,1.1897667929825908
2022-11-26,1,-0.28403237336557796,3.0,5.000000000000001,5.588541150156757e-10,1.2923399971506987e-07,8.246194433810071e-08,0.9046776093661612
2022-12-03,1,-0.2323615860218842,3.0,5.000000000000001,3.057752689926493e-10,6.423458817885313e-08,1.1953348056715556e-08,-1.928928607246192
2022-12-10,1,-0.17730244352126795,3.0,5.000000000000001,1.6730397542998227e-10,3.192721983072478e-08,1.7327087168737478e-09,-0.1217589628636282
2022-12-17,1,-0.1196578321437789,3.0,5.000000000000001,9.153984325445555e-11,1.5869135227911494e-08,2.5116640821343324e-10,0.9399843154758358
2022-12-24,1,-0.0602683401276618,3.0,5.000000000000001,5.0085736943873055e-11,7.887609826878712e-09,3.6408060974413396e-11,-1.253315341943303
2022-12-31,1,0.0,3.0,5.000000000000001,0.15134283786932035,3.920464970999023e-09,5.277564437638475e-12,-0.2567306036520911
2023-01-07,1,0.0602683401276615,3.0,5.000000000000001,0.7248039867068696,1.9486315786632436e-09,7.650142756297963e-13,-0.7576312521673467
2023-01-14,1,0.11965783214377886,2.75,5.000000000000001,0.7474330934635367,9.685496637395029e-10,1.1089335787991993e-13,-1.555751409513931
2023-01-21,1,0.1773024435212678,2.75,5.000000000000001,0.9576704422167396,4.814088314084647e-10,1.607465012565974e-14,-1.7806631084075577
2023-01-28,1,0.23236158602188425,2.0,5.000000000000001,0.8524711799161292,2.3927989615243457e-10,2.330115902362459e-15,-1.657446621365937
2023-02-04,1,0.2840323733655779,2.0,5.000000000000001,0.9567241130392785,1.189319035448695e-10,3.377641240088626e-16,0.2321708054408905
2023-02-11,1,0.3315613291203976,2.0,5.000000000000001,1.0000000000016491,5.911402465585791e-11,4.8960913640307e-17,0.2488547591397586
2023-02-18,1,0.37425537408555054,2.0,5.000000000000001,0.9556038330878797,2.938209014450877e-11,7.09717490431488e-18,0.8448077672139535
2023-02-25,1,0.4114919329468282,2.0,5.000000000000001,0.598093034152238,0.1854798100298788,1.028777608042224e-18,1.300616662094781
2023-03-04,1,0.44272801282660496,2.0,5.000000000000001,0.3443878121160246,0.41082280206828153,1.4912741775119744e-19,1.4661157942160048
2023-03-11,1,0.4675081213427074,2.0,5.000000000000001,0.1916015805863085,0.3888983593781013,2.161690393656722e-20,-1.3180495366491851
2023-03-18,1,0.485470908713026,2.0,5.000000000000001,0.10537437874437607,0.2715361395529003,3.1334984729796492e-21,0.7434243607386957
2023-03-25,1,0.496354437049027,2.0,5.000000000000001,0.05774481191136339,0.4819633062467956,4.542191938761526e-22,-1.038408014896984
2023-04-01,1,0.5,2.0,5.000000000000001,0.031609613965452754,0.4269292773311846,6.584176691470237e-23,-0.6676345229021763
2023-04-08,1,0.496354437049027,2.0,5.000000000000001,0.017297514809592223,0.8660938571305488,9.544154736076643e-24,0.3416827622994711
2023-04-15,1,0.485470908713026,2.0,5.000000000000001,0.009464676305019116,0.4377193072722387,1.3834818519403033e-24,0.5927863689776628
2023-04-22,1,0.4675081213427074,2.5,5.000000000000001,0.005178632630151851,0.2177307216503935,0.9686809007832855,-0.2060522909989015
2023-04-29,1,0.44272801282660496,2.5,5.000000000000001,0.0028334831482673822,0.1082415382730979,0.9962548337503082,-0.2301183444958689
2023-05-06,1,0.41149193294682823,2.5,5.000000000000001,0.001550333119486116,0.053802988504132586,0.9223812371643005,0.7551387609696579
2023-05-13,1,0.37425537408555065,2.5,5.000000000000001,0.0008482601685363512,0.02674259637892715,0.9882326403157049,0.3385007580311438
2023-05-20,1,0.3315613291203976,2.5,5.000000000000001,0.0004641229263768736,0.013292203031631795,0.943801256859857,-0.711598154044476
2023-05-27,1,0.2840323733655779,2.5,5.000000000000001,0.000253943405113203,0.006606773689617535,0.908466971214379,-0.1060307377292994
2023-06-03,1,0.2323615860218845,3.0,5.000000000000001,0.00013894433559758906,0.0032838375499236122,0.8823126498840641,-0.866935206577281
2023-06-10,1,0.1773024435212679,3.0,5.000000000000001,7.602295584015256e-05,0.001632201759588844,0.8751595213798006,-0.0324994839229572
2023-06-17,1,0.1196578321437788,3.0,5.000000000000001,4.15957208971304e-05,0.0008112710989108455,0.31783292084328,0.126976994058779
2023-06-24,1,0.0602683401276615,3.0,5.000000000000001,2.2758967694065007e-05,0.0004032349473944045,0.04969293588020685,0.5994726326302456
2023-07-01,1,-1.6081226496766366e-16,3.0,6.000000000000001,1.2452497498306933e-05,0.00020042427580278953,0.007215971277456341,0.4548365758288747
2023-07-08,1,-0.0602683401276614,3.0,6.000000000000001,6.813344788828771e-06,9.961906965414063e-05,0.0010460366100764579,2.0440604802847075
2023-07-15,1,-0.1196578321437787,3.0,6.000000000000001,3.7279001434906757e-06,4.951475562433738e-05,0.00015162933056321376,-1.1685508444213606
2023-07-22,1,-0.1773024435212678,3.0,6.000000000000001,2.039708822979386e-06,2.4610860480595865e-05,2.197957140149199e-05,1.346420823640057
2023-07-29,1,-0.232361586021884,3.0,6.000000000000001,1.1160202586967979e-06,1.2232605128584911e-05,3.186069274726048e-06,0.119928191385701
2023-08-05,1,-0.2840323733655778,3.0,6.000000000000001,6.106269697857498e-07,6.080105502592604e-06,4.6183964348129337e-07,1.1763628790050795
2023-08-12,1,-0.3315613291203975,3.0,6.000000000000001,3.341026234282563e-07,3.0220613298679043e-06,6.694639629508988e-08,1.1862625697700253
2023-08-19,1,-0.37425537408555054,3.0,6.000000000000001,1.828031981961177e-07,1.5020881919873976e-06,9.704277318237827e-09,-0.7156412449296032
2023-08-26,1,-0.4114919329468282,3.0,6.000000000000001,1.0002019417816554e-07,7.465993208703445e-07,1.4066925701895006e-09,0.5675517230678944
2023-09-02,1,-0.4427280128266048,3.0,6.000000000000001,5.472573424402141e-08,3.710904252476358e-07,2.0390843358397185e-10,0.6811353560867097
2023-09-09,1,-0.4675081213427074,2.75,6.000000000000001,2.994301314005091e-08,1.8444713229840395e-07,2.955773718280738e-11,-0.5785181610535394
2023-09-16,1,-0.485470908713026,2.75,6.000000000000001,1.6383225337962636e-08,9.167777527647665e-08,4.28456936288577e-12,-0.1085731847256707
2023-09-23,1,-0.496354437049027,2.0,6.000000000000001,8.96403014683393e-09,4.556760723200943e-08,6.210737483672213e-13,1.3198922601516192
2023-09-30,1,-0.5,2.0,6.000000000000001,4.904640863795877e-09,2.2648966148979598e-08,9.00283244921281e-14,-1.583196070830778
2023-10-07,1,-0.496354437049027,2.0,6.000000000000001,2.68355880209893e-09,1.125746333367442e-08,1.3050139749374208e-14,-0.3407784703193804
2023-10-14,1,-0.485470908713026,2.0,6.000000000000001,1.4683007470498374e-09,5.59542011213318e-09,1.891695179699673e-15,0.9019066358627892
2023-10-21,1,-0.4675081213427074,2.0,6.000000000000001,8.033761295265377e-10,2.781152849737541e-09,2.742124392246894e-16,1.3229935358490423
2023-10-28,1,-0.44272801282660507,2.0,6.000000000000001,4.395647191420611e-10,1.3823468155377616e-09,3.974871989550219e-17,-1.173657545626801
2023-11-04,1,-0.4114919329468285,2.0,6.000000000000001,2.405064517268018e-10,6.870829550442439e-10,5.7618127674962015e-18,-0.8003056196319002
2023-11-11,1,-0.37425537408555054,2.0,6.000000000000001,1.3159234761860464e-10,3.4150835507128534e-10,8.352089439599499e-19,0.4604427249459185
2023-11-18,1,-0.33156132912039776,2.0,6.000000000000001,7.200033856657638e-11,1.6974363244971634e-10,1.2106849150077914e-19,0.2137061631093746
2023-11-25,1,-0.28403237336557796,2.0,6.000000000000001,3.9394758491022605e-11,8.436953394949909e-11,1.7549596110380136e-20,-1.698840812711875
2023-12-02,1,-0.2323615860218842,2.0,6.000000000000001,2.155471803970704e-11,4.193511212247875e-11,2.543918073312142e-21,-0.5943429082195522
2023-12-09,1,-0.17730244352126795,2.0,6.000000000000001,1.1793596091651325e-11,2.0843467379794693e-11,3.6875601711975716e-22,-0.5775044925318316
