,c,cyclical_var,price,distribution,media1,media2,media3,error
2022-01-01,1,0.0,5.0,0.5,54.082715411118656,0.0,0.0,-0.3112277914988483
2022-01-08,1,0.120536680255323,5.0,0.5,84.38202148214233,0.0,0.0,0.1863131796471143
2022-01-15,1,0.2393156642875577,5.0,0.5,114.54285550980435,0.0,0.0,-1.0416044993301383
2022-01-22,1,0.3546048870425356,5.0,0.5,116.9847541590316,0.0,0.0,1.0086506368331336
2022-01-29,1,0.4647231720437685,5.0,0.5,67.98287220818054,0.0,0.0,-0.3180860577066793
2022-02-05,1,0.5680647467311558,5.0,0.5,69.49321791744596,0.0,0.0,1.0123694364788656
2022-02-12,1,0.6631226582407952,6.0,0.5,77.94473320039575,0.0,0.0,3.3441942172564385
2022-02-19,1,0.7485107481711011,6.0,0.5,66.06346625462419,0.0,0.0,-1.1839925261255124
2022-02-26,1,0.8229838658936564,6.0,0.5,106.24957729602741,0.0,0.0,0.9056238133648568
2022-03-05,1,0.8854560256532099,6.0,0.5,54.682126164023956,0.0,0.0,0.4903877658637813
2022-03-12,1,0.9350162426854148,6.0,0.5,37.201361422752726,0.0,0.0,-0.5664295872720171
2022-03-19,1,0.970941817426052,6.0,0.5,102.6124379987867,0.0,0.0,-1.7980051848954
2022-03-26,1,0.992708874098054,6.0,0.5,94.75121055158166,0.0,0.0,1.143236018416245
2022-04-02,1,1.0,6.0,0.5,47.37560527579083,0.008885004401313856,0.0,-2.089141294382104
2022-04-09,1,0.992708874098054,6.0,0.5,23.687802637895416,0.0681201153969593,0.0,0.8768776713150768
2022-04-16,1,0.970941817426052,6.0,0.5,11.843901318947708,0.12567302216444587,0.0,-2.308314835447544
2022-04-23,1,0.9350162426854148,6.0,0.5,5.921950659473854,0.1421463133345623,0.0,-1.3815531978755862
2022-04-30,1,0.8854560256532099,6.0,0.5,2.960975329736927,0.11212287478388198,0.0,0.0924887231713492
2022-05-07,1,0.8229838658936565,6.0,0.5,1.4804876648684635,0.16550416250707478,0.0,-0.4228104310575086
2022-05-14,1,0.7485107481711013,6.0,0.5,0.7402438324342318,0.08942389509789861,0.0,-0.0096070251728034
2022-05-21,1,0.6631226582407952,5.5,0.5,0.3701219162171159,0.09905911157976278,0.0,-0.2103793087665724
2022-05-28,1,0.5680647467311558,5.5,0.5,0.18506095810855794,0.15058527320928156,0.0,1.8778985545982296
2022-06-04,1,0.464723172043769,4.0,0.5,0.09253047905427897,0.08026393125573786,0.0,1.1806279858332531
2022-06-11,1,0.3546048870425358,4.0,0.5,0.046265239527139485,0.16449873321215602,0.0,0.2801269801985653
2022-06-18,1,0.2393156642875576,4.0,0.5,0.023132619763569742,0.1721960095088409,0.0,1.2296172877237923
2022-06-25,1,0.120536680255323,4.0,0.5,0.011566309881784871,0.13600800644003633,0.0,-0.2815692266131063
2022-07-02,1,-3.216245299353273e-16,4.0,0.5,0.0057831549408924356,0.06770410378935139,0.8803842461592436,1.7425183440462402
