,c,seasonality,holidays,price,distribution,media1,media2,media3,error
2022-01-01,1,0.0,0,2.5,2.0000000000000004,0.32164732011480895,0.0,0.0,-0.9395811570665908
2022-01-08,1,0.0602683401276615,0,2.5,2.0000000000000004,0.542862125129396,0.0,0.0,-0.29598242283796
2022-01-15,1,0.11965783214377886,0,2.5,2.0000000000000004,0.5188477479905995,0.0,0.0,0.1339614398453761
2022-01-22,1,0.1773024435212678,1,2.5,2.0000000000000004,0.6377332737679686,0.0,0.0,-0.6014378753252556
2022-01-29,1,0.23236158602188425,0,2.5,2.0000000000000004,0.7493893385879836,0.0,0.0,1.7505900395296108
2022-02-05,1,0.2840323733655779,0,2.5,2.0000000000000004,0.8704675161993006,0.0,0.0,0.0058775119918586
2022-02-12,1,0.3315613291203976,0,3.0,2.0000000000000004,0.7616697997669167,0.0,0.0,0.8449464004582279
2022-02-19,1,0.37425537408555054,0,3.0,2.0000000000000004,0.9649875947589457,0.0,0.0,-0.0235046913719106
2022-02-26,1,0.4114919329468282,1,3.0,2.0000000000000004,0.7169173825404124,0.0,0.0,-0.667832336673882
2022-03-05,1,0.44272801282660496,0,3.0,2.0000000000000004,0.9679224913755964,0.0,0.0,-0.1212257289090708
2022-03-12,1,0.4675081213427074,0,3.0,2.0000000000000004,0.8861231898814681,0.0,0.0,-0.5690536073289494
2022-03-19,1,0.485470908713026,0,3.0,2.0000000000000004,0.9264015124410915,0.0,0.0,0.810577751274069
2022-03-26,1,0.496354437049027,0,3.0,2.0000000000000004,0.8867047190905013,0.0,0.0,0.8139158957377747
2022-04-02,1,0.5,0,3.0,2.0000000000000004,0.5425517310760033,0.08989783821489947,0.0,-2.490553761737436
2022-04-09,1,0.496354437049027,0,3.0,2.0000000000000004,0.30919654024190474,0.3635068320410206,0.0,-0.7997375043549566
2022-04-16,1,0.485470908713026,0,3.0,2.0000000000000004,0.17140237159244145,0.3370606362614585,0.0,0.43336858910412
2022-04-23,1,0.4675081213427074,0,3.0,2.0000000000000004,0.0941583347945865,0.7346983431255821,0.0,-1.272390907286689
2022-04-30,1,0.44272801282660496,0,3.0,2.0000000000000004,0.05158061586433163,0.8854483799345246,0.0,-0.0713939808608165
2022-05-07,1,0.41149193294682823,0,3.0,2.0000000000000004,0.028232385263500755,1.0,0.0,-1.083685060555482
2022-05-14,1,0.37425537408555065,0,3.0,2.0000000000000004,0.015448935101478675,0.9548725200647272,0.0,-0.2242297506863856
2022-05-21,1,0.3315613291203976,0,2.75,2.0000000000000004,0.0084531105243221,0.6345175719742354,0.0,-1.8613512779531776
2022-05-28,1,0.2840323733655779,0,2.75,2.0000000000000004,0.00462513774115526,0.44580862665238863,0.0,-0.7484873825126206
2022-06-04,1,0.2323615860218845,1,2.0,2.0000000000000004,0.0025306369100647342,0.31611955737846614,0.0,-1.492470187639571
2022-06-11,1,0.1773024435212679,0,2.0,2.0000000000000004,0.0013846312212074069,0.40935752529772895,0.0,-0.7767063538401544
2022-06-18,1,0.1196578321437788,0,2.0,2.0000000000000004,0.0007575968094737173,0.47694869209619495,0.0,-1.2572525396406435
2022-06-25,1,0.0602683401276615,1,2.0,2.0000000000000004,0.00041451674070243496,0.6005124716037905,0.0,-0.67230777165426
2022-07-02,1,-1.6081226496766366e-16,0,2.0,2.0000000000000004,0.000226801534508016,0.29950077165581357,0.952165436400079,0.4840184803793952
2022-07-09,1,-0.0602683401276614,1,2.0,2.0000000000000004,0.00012409374619218647,0.1489905431980173,0.7566608598033625,-0.5635846626352742
2022-07-16,1,-0.1196578321437787,0,2.0,2.0000000000000004,6.78975025541554e-05,0.07406994970359027,0.9573085528459907,0.6794811400215683
2022-07-23,1,-0.1773024435212678,0,2.0,2.0000000000000004,3.7149904711461935e-05,0.03681770755375479,0.9694591695959981,1.0258113486988052
2022-07-30,1,-0.232361586021884,0,2.0,2.0000000000000004,2.032645336790934e-05,0.018300142438865984,0.9646259601051378,1.2408648149105996
2022-08-06,1,-0.2840323733655778,0,2.0,2.0000000000000004,1.11215549453615e-05,0.009095948736571106,0.9966071473897515,-0.1837665481881867
2022-08-13,1,-0.3315613291203975,0,2.0,2.0000000000000004,6.085123762569506e-06,0.0045210624113914315,0.9747395077426071,0.1101412394904222
2022-08-20,1,-0.37425537408555054,0,2.0,2.0000000000000004,3.329456302402695e-06,0.0022471535269962747,1.0,-2.5656679440914583
2022-08-27,1,-0.4114919329468282,0,2.5,2.0000000000000004,1.8217015301738168e-06,0.0011169273456928634,0.8412959710270099,0.6785647650263407
2022-09-03,1,-0.4427280128266048,0,2.5,2.0000000000000004,9.96738255023579e-07,0.000555158619875369,0.9808264735822159,0.7150664229066589
2022-09-10,1,-0.4675081213427074,1,2.5,2.0000000000000004,5.453621971390353e-07,0.00027593656084469876,0.9982641748842447,0.530463582440515
2022-09-17,1,-0.485470908713026,0,2.5,2.0000000000000004,2.9839320861749406e-07,0.00013715176657219398,0.9718023834892423,-0.028444309243246
2022-09-24,1,-0.496354437049027,0,2.5,2.0000000000000004,1.632649043445548e-07,6.817004244051965e-05,0.8375900399955772,-0.047633825850775
2022-10-01,1,-0.5,0,2.5,2.0000000000000004,8.932987823059204e-08,3.3883301701940294e-05,0.2722474883951695,-0.3493769503760435
2022-10-08,1,-0.496354437049027,0,3.0,2.0000000000000004,4.887656154106292e-08,1.6841387992217375e-05,0.04171277722501872,0.64668964686653
2022-10-15,1,-0.485470908713026,1,3.0,2.0000000000000004,2.674265671683404e-08,8.370859250881172e-06,0.0060541020984242275,1.880206612607736
2022-10-22,1,-0.4675081213427074,0,3.0,2.0000000000000004,1.4632160400104852e-08,4.160659717019893e-06,0.0008776011804529308,1.557074178656357
2022-10-29,1,-0.44272801282660507,0,3.0,2.0000000000000004,8.005940480835782e-09,2.0680182000433388e-06,0.00012721356823946548,0.3071290040598542
2022-11-05,1,-0.4114919329468285,0,3.0,2.0000000000000004,4.3804251204234856e-09,1.0278897017738298e-06,1.844036165567418e-05,-1.0301819654069486
2022-11-12,1,-0.37425537408555054,1,3.0,2.0000000000000004,2.3967358090618687e-09,5.109032594541571e-07,2.673039824433493e-06,-2.03650682124918
2022-11-19,1,-0.33156132912039776,0,3.0,2.0000000000000004,1.3113664497212326e-09,2.53939834274469e-07,3.874729809919924e-07,-2.6028412504954432
2022-11-26,1,-0.28403237336557796,2,3.0,2.0000000000000004,7.175100229873015e-10,1.2621849291045855e-07,5.6166507369520156e-08,0.7114133478501304
2022-12-03,1,-0.2323615860218842,0,3.0,2.0000000000000004,3.925833493732262e-10,6.273575785423424e-08,8.141668464246347e-09,1.707340228136868
2022-12-10,1,-0.17730244352126795,0,3.0,2.0000000000000004,2.1480074321948288e-10,3.118223980330059e-08,1.1801831462583535e-09,-0.8165615656827196
2022-12-17,1,-0.1196578321437789,0,3.0,2.0000000000000004,1.175275501656028e-10,1.5498849657793965e-08,1.7107454876464278e-10,-0.103528245338207
2022-12-24,1,-0.0602683401276618,0,3.0,2.0000000000000004,6.430482893541237e-11,7.703562740527504e-09,2.479827078349027e-11,-0.1967218368768946
2022-12-31,1,0.0,3,3.0,2.0000000000000004,0.09164825919603338,3.828986034934577e-09,3.5946564716493e-12,0.2843435684905063
2023-01-07,1,0.0602683401276615,1,3.0,2.0000000000000004,0.2042191382551143,1.9031628026592905e-09,5.210667817117665e-13,-0.6989006732033569
2023-01-14,1,0.11965783214377886,0,2.75,2.0000000000000004,0.40768603609480725,9.459498207566203e-10,7.553172136053466e-14,0.3289648785566591
2023-01-21,1,0.1773024435212678,1,2.75,2.0000000000000004,0.36293147575753365,4.701757842992456e-10,1.0948771120937147e-14,0.3289513371332705
2023-01-28,1,0.23236158602188425,0,2.0,2.0000000000000004,0.5912225867253261,2.3369661190335766e-10,1.5870893301433783e-15,0.6234568902147356
2023-02-04,1,0.2840323733655779,0,2.0,2.0000000000000004,0.7913942159999189,1.161567827158644e-10,2.300580141855554e-16,-0.0337608457189945
2023-02-11,1,0.3315613291203976,0,2.0,2.0000000000000004,1.000000000002781,5.773467600155087e-11,3.334827402955307e-17,-1.6602179526920238
2023-02-18,1,0.37425537408555054,0,2.0,2.0000000000000004,0.8076222618470889,2.8696497398328868e-11,4.8340301670742215e-18,0.1000453303955024
2023-02-25,1,0.4114919329468282,1,2.0,2.0000000000000004,0.4845152018185338,0.16960084946474363,7.007213517399779e-19,1.644137405334282
2023-03-04,1,0.44272801282660496,0,2.0,2.0000000000000004,0.27382292728762453,0.3744309074049153,1.0157371712917626e-19,-0.8430048998966603
2023-03-11,1,0.4675081213427074,0,2.0,2.0000000000000004,0.15136365116469871,0.49316315362500723,1.4723712907875552e-20,0.8909559560791067
2023-03-18,1,0.485470908713026,0,2.0,2.0000000000000004,0.08307691796886621,0.404994369467817,2.1342895378913975e-21,-1.3749334950305454
2023-03-25,1,0.496354437049027,0,2.0,2.0000000000000004,0.045497971553885734,0.2287631419491188,3.0937793069275033e-22,0.867010701561122
2023-04-01,1,0.5,0,2.0,2.0000000000000004,0.02490108104517372,0.2705377350709326,4.48461665113586e-23,1.291770622188668
2023-04-08,1,0.496354437049027,0,2.0,2.0000000000000004,0.013625696928515963,0.16894600651268202,6.500717896267286e-24,-0.4016530018940362
2023-04-15,1,0.485470908713026,0,2.0,2.0000000000000004,0.007455445381085545,0.206400136496897,9.423176261040361e-25,1.3528629458146997
2023-04-22,1,0.4675081213427074,0,2.5,2.0000000000000004,0.004079254292245886,0.10263066809989144,0.9633075643488953,1.5806593277427805
2023-04-29,1,0.44272801282660496,0,2.5,2.0000000000000004,0.0022319561892580877,0.0510167255837971,0.9938910765399703,-0.970672183227113
2023-05-06,1,0.41149193294682823,0,2.5,2.0000000000000004,0.0012212086269426654,0.02535802524337926,0.9351500954609201,0.8952703887990716
2023-05-13,1,0.37425537408555065,0,2.5,2.0000000000000004,0.0006681805896966044,0.012604053254763539,0.8674817735479008,-0.4770009581552086
2023-05-20,1,0.3315613291203976,0,2.5,2.0000000000000004,0.00036559292750001373,0.0062647398395577975,0.9555211368592669,-0.5430760444458971
2023-05-27,1,0.2840323733655779,0,2.5,2.0000000000000004,0.00020003302252992122,0.0031138333093476186,0.7472332779345353,0.0958979432444977
2023-06-03,1,0.2323615860218845,1,3.0,2.0000000000000004,0.00010944743889482058,0.001547702764492471,0.2160653605250325,1.047955837624527
2023-06-10,1,0.1773024435212679,0,3.0,2.0000000000000004,5.9883821598403375e-05,0.0007692716481104547,0.9709689509300342,0.1249641539385626
2023-06-17,1,0.1196578321437788,0,3.0,2.0000000000000004,3.2765244407254704e-05,0.0003823595021399433,0.5675721550312672,0.3790407014181379
2023-06-24,1,0.0602683401276615,1,3.0,2.0000000000000004,1.792740029018083e-05,0.00019004832508737283,0.10860059415778499,-0.1625309510870509
2023-07-01,1,-1.6081226496766366e-16,0,3.0,3.0000000000000004,9.808920609191095e-06,9.446179741517982e-05,0.01587736656238523,-0.6168011535172052
2023-07-08,1,-0.0602683401276614,1,3.0,3.0000000000000004,5.366920019472451e-06,4.695138020558257e-05,0.0023019363847196724,0.1744883104321416
2023-07-15,1,-0.1196578321437787,0,3.0,3.0000000000000004,2.9364933862509357e-06,2.333675796343515e-05,0.00033368060904498924,0.9398651113070547
2023-07-22,1,-0.1773024435212678,0,3.0,3.0000000000000004,1.6066931081859936e-06,1.159932402095073e-05,4.836898779818271e-05,1.096073475280126
2023-07-29,1,-0.232361586021884,0,3.0,3.0000000000000004,8.79097074073795e-07,5.765338868119191e-06,7.011371753572204e-06,-0.5170806590921215
2023-08-05,1,-0.2840323733655778,0,3.0,3.0000000000000004,4.809951954779004e-07,2.8656094272543332e-06,1.016339932330651e-06,0.0609568034401472
2023-08-12,1,-0.3315613291203975,0,3.0,3.0000000000000004,2.6317500637408055e-07,1.4243251918765093e-06,1.4732450286747383e-07,-0.2908749923304456
2023-08-19,1,-0.37425537408555054,0,3.0,3.0000000000000004,1.4399537590220703e-07,7.079479265106009e-07,2.1355560727954615e-08,-1.433221616938663
2023-08-26,1,-0.4114919329468282,0,3.0,3.0000000000000004,7.878661643022904e-08,3.5187910001812705e-07,3.095615224411111e-09,-0.1569727394282822
2023-09-02,1,-0.4427280128266048,0,3.0,3.0000000000000004,4.310784905162279e-08,1.748983172249075e-07,4.4872779224484797e-10,1.2973542566785277
2023-09-09,1,-0.4675081213427074,1,2.75,3.0000000000000004,2.3586323846044788e-08,8.693162329484339e-08,6.504575566921114e-11,0.6111398369670433
